,kepid,ra_kic,dec_kic,source_id,random_index,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,phot_variable_flag,l,b,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,ag_gspphot,ebpminrp_gspphot,angdist,kepler_gaia_ang_dist,pm_corrected,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_mag_diff,KIC,Teff,log(g),Mass,PRot,e_PRot,Rper,LPH,w,DC,Flag,heritage,f3_std
31,2969839,285.79449,38.193081,2099872737234056704,804764171,285.7943640165046,38.19317134808214,2.8196599258082493,0.043404385,64.962555,-15.19931685849937,0.044719234,18.377438706380993,0.049863577,31,,,0,0,1.4071075,1361.6293,15.959131,252.22058,16.984413,900.2592,14.938988,1.3592026,2.0454254,,,16959,,,,VARIABLE,68.85438142434595,14.248503994352081,False,False,0,True,False,False,True,False,True,True,False,4138.9614,4.5573,0.5037,409.1241,0.6832,0.3816,0.4825425866136521,0.11748516229945499,True,2MASS J19031067+3811350,15.968,3681,73,-80,PHO2,4.789,0.048,-0.032,PHO2,-0.1,0.1,-0.1,PHO2,0.46,0.032,-0.044,0.474,0.034,-0.042,DSEP,0,0,0,13.681,12.999,12.761,none,-0.008868759155273409,2969839.0,3685.0,4.8,0.4215,36.292,0.424,11004.48,0.848,0.5044,1.0,---,1.0,0.005966049289982932
32,2971272,286.26373,38.175838,2099948328657535360,1346620763,286.2638125435818,38.17586879007936,2.884358175646145,0.028806916,100.12729,9.664194921580668,0.0338936,7.118388853648166,0.036696825,31,,,1,0,0.99149835,2356.2122,15.92731,244.22601,16.937069,683.8555,14.927714,1.3430712,2.0093546,,,16959,,,,NOT_AVAILABLE,68.99053894560241,13.903516711579634,False,False,0,True,False,False,False,False,True,True,False,3834.0034,4.5607,-0.4023,337.3168,0.3519,0.1981,0.25856433959429853,0.07903202525904912,True,2MASS J19050329+3810330,15.936,3687,73,-82,PHO2,4.813,0.049,-0.036,PHO2,-0.2,0.1,-0.1,PHO2,0.44,0.039,-0.043,0.459,0.033,-0.046,DSEP,0,0,0,13.682,13.004,12.788,none,-0.008690010070800724,2971272.0,3695.0,4.81,0.4253,17.206,0.086,8468.57,0.983,0.5519,1.0,---,1.0,0.007596885276914424
33,2973361,286.97375,38.117611,2099208288613853440,1804253905,286.9740367400034,38.11755094245639,4.6426814260730085,0.02439162,190.3392,43.57232692190604,0.026222672,-7.013411762438456,0.02642703,31,,,0,0,1.0213826,2697.2285,15.533394,305.37802,16.616913,1311.1139,14.495305,1.362422,2.1216078,,,16959,,,,NOT_AVAILABLE,69.16909891938171,13.369420967632088,False,False,0,True,False,False,False,False,True,True,False,3711.4927,4.6698,-0.299,215.7081,0.3026,0.1761,0.8404162104520595,0.1550264399572114,True,2MASS J19075370+3807034,15.589,3628,54,-54,PHO2,4.825,0.038,-0.035,PHO2,-0.1,0.1,-0.1,PHO2,0.431,0.03,-0.037,0.454,0.029,-0.04,DSEP,0,0,0,13.166,12.537,12.374,none,-0.05560614013671916,2973361.0,3632.0,4.83,0.4019,45.917,0.546,3956.14,0.723,0.4053,1.0,---,1.0,0.008683839112750892
34,2973500,287.02158,38.137039,2099208391693106688,1504373254,287.02150240594034,38.1368668744071,4.494692171557524,0.045046575,99.77878,-10.337126104012796,0.046129048,-35.266920378274826,0.044665426,31,,,0,0,2.01752,1730.094,15.385727,347.07336,16.481733,834.0493,14.328989,1.378337,2.1527443,9.207594,5.128053,20,4.169729,,,NOT_AVAILABLE,69.20292383449316,13.34326379467916,False,False,0,True,False,False,False,False,True,True,False,3820.8123,4.5893,-0.0152,235.645,0.5098,0.292,0.6574506127400079,0.07757105003144191,True,2MASS J19080517+3808133,15.44,3553,48,-58,PHO2,4.906,0.036,-0.044,PHO2,-0.2,0.1,-0.1,PHO2,0.358,0.036,-0.036,0.379,0.037,-0.05,DSEP,0,0,0,12.963,12.332,12.162,none,-0.054273071289062,2973500.0,3547.0,4.89,0.371,19.597,0.091,6863.06,0.813,0.4747,1.0,---,1.0,0.0029386082847242517
35,2988458,291.1713,38.19162,2052625412620807552,779774330,291.17140137166245,38.19163687903367,3.219644700086306,0.26859897,11.98681,9.858182628485906,0.27771088,6.2062041177493095,0.34235132,95,1.3557802,0.06434325,80,3,7.2191057,707.607,15.459637,486.7066,15.932188,1057.1222,13.861488,2.3036015,2.0706997,-2.1539936,13.871897,5,2.5827925,,,NOT_AVAILABLE,70.67865272482588,10.417122964325879,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.2931879740817247,0.1347199242600965,True,2MASS J19244111+3811298,14.926,3666,73,-80,PHO2,4.797,0.049,-0.036,PHO2,-0.1,0.1,-0.1,PHO2,0.453,0.035,-0.048,0.468,0.034,-0.046,DSEP,0,0,0,12.556,11.908,11.713,none,0.5336366882324217,2988458.0,3664.0,4.81,0.4137,17.658,0.523,8608.88,1.203,0.6553,1.0,---,1.0,0.004983692224459756
36,2998208,293.2843,38.171638,2052238320110893440,472286124,293.28433864120416,38.17160417908492,2.72590693150508,0.028862948,94.44312,5.5542478355033635,0.035456963,-6.6940894885427795,0.03334582,31,,,0,0,1.0165969,2307.0024,15.721676,318.494,16.836405,771.6767,14.6767025,1.3618122,2.1597023,,,16959,,,,NOT_AVAILABLE,71.426221462172,8.928575399625592,False,False,0,True,False,False,False,False,True,True,False,3787.4775,4.4566,-0.014,348.3439,0.4301,0.2491,0.16365929137023905,0.025191605539971604,True,2MASS J19330823+3810179,15.767,3572,64,-78,PHO2,4.858,0.045,-0.041,PHO2,-0.1,0.1,-0.1,PHO2,0.397,0.04,-0.044,0.417,0.042,-0.052,DSEP,0,0,0,13.331,12.656,12.431,none,-0.045324127197265085,2998208.0,3567.0,4.86,0.3782,22.168,0.204,9286.34,1.039,0.5979,1.0,---,1.0,0.007921554877105885
37,3099491,286.46698,38.2066,2099204405963693312,1191966986,286.4669449183104,38.20664943308777,3.3287884505033825,0.028020697,118.79749,-5.8332238229431566,0.032441646,12.186175858298727,0.033098992,31,,,0,0,0.9801912,2022.4912,15.758227,287.38574,16.858448,775.7602,14.712234,1.3663421,2.1462145,,,16959,,,,NOT_AVAILABLE,69.08592633306067,13.769883262154492,False,False,0,True,False,False,False,False,True,True,False,3825.0432,4.5473,-0.0131,307.3222,0.4861,0.2784,0.20375974419238202,0.018016133773114108,True,2MASS J19055207+3812237,15.777,3524,63,-56,PHO2,4.931,0.049,-0.04,PHO2,-0.3,0.1,-0.1,PHO2,0.327,0.037,-0.04,0.333,0.047,-0.047,DSEP,0,0,0,13.366,12.718,12.54,none,-0.018772651672362528,3099491.0,3522.0,4.93,0.3621,34.991,0.51,5643.61,0.546,0.3777,1.0,---,1.0,0.004144882304564252
38,3099533,286.48367,38.25436,2099204990079253376,1485474701,286.4836643908966,38.2543414364397,5.717161346114852,0.023661757,241.62032,-1.9487042521999571,0.025368366,-4.470307470770633,0.027841745,31,,,0,0,1.0754071,2633.0989,15.383603,348.276,16.60003,990.02716,14.289405,1.3896996,2.310626,-2.6433678,5.8806887,18,4.352096,,,NOT_AVAILABLE,69.13630320870061,13.777166418590754,False,False,0,True,False,False,False,False,True,True,False,3690.4844,4.7335,0.0357,173.1759,0.4643,0.2771,0.06868426425997147,0.016025971897491463,True,2MASS J19055608+3815156,15.392,3448,44,-41,PHO2,4.924,0.048,-0.032,PHO2,-0.1,0.1,-0.1,PHO2,0.327,0.03,-0.037,0.327,0.041,-0.041,DSEP,0,0,0,12.829,12.221,11.982,none,-0.008396903991698679,3099533.0,3449.0,4.92,0.3365,39.259,0.244,6747.57,0.936,0.5353,1.0,---,1.0,0.009780576350870184
39,3099900,286.61359,38.260262,2099227598787115520,173557962,286.61347592259693,38.260200087200815,3.594065744050731,0.02593828,138.56223,-18.21562390074877,0.02948013,-10.79514864910081,0.03395744,31,,,0,0,1.033997,2250.0286,15.6825485,254.47966,16.713276,733.8596,14.666059,1.3541727,2.0472174,,,16959,,,,NOT_AVAILABLE,69.18432441228838,13.686344826011041,False,False,0,True,False,False,False,False,False,True,False,4453.989,4.425,-2.4472,275.2167,1.3656,0.7519,0.391999345847005,0.058978759110968275,True,2MASS J19062726+3815369,15.722,3594,43,-53,PHO2,4.911,0.031,-0.042,PHO2,-0.3,0.1,-0.1,PHO2,0.36,0.033,-0.033,0.386,0.031,-0.046,DSEP,0,0,0,13.332,12.685,12.503,none,-0.03945147705078078,3099900.0,3601.0,4.88,0.3906,18.095,0.087,14438.9,1.328,0.7134,1.0,---,1.0,0.0071209720762221386
40,3102763,287.61542,38.22607,2099529483447024128,488829708,287.6154592313283,38.226134411909634,2.867923488221795,0.029030405,98.79034,0.6661084004774016,0.03331619,11.59184972683283,0.037830442,31,,,0,0,1.0536988,1232.2441,15.817166,262.33878,16.955597,474.15,14.755871,1.3728951,2.199726,,,16959,,,,NOT_AVAILABLE,69.48398922236814,12.954626733033082,False,False,0,True,False,False,False,False,True,True,False,3726.11,4.4445,-0.1607,342.5009,0.4096,0.2402,0.2570590167449274,0.11051031163229054,True,2MASS J19102770+3813338,15.833,3519,56,-70,PHO2,4.888,0.044,-0.04,PHO2,-0.1,0.1,-0.1,PHO2,0.366,0.04,-0.044,0.38,0.045,-0.056,DSEP,0,0,0,13.389,12.743,12.519,none,-0.015833671569824403,3102763.0,3522.0,4.88,0.3621,14.561,0.036,27608.69,1.355,0.6992,1.0,---,1.0,0.01055964065353616
41,3103172,287.74741,38.216,2099532300945631872,1519451122,287.74743289246356,38.21597973412149,2.2777590028126533,0.1918521,11.872474,4.342297883993287,0.21532212,-6.94885444892894,0.2098071,31,,,0,0,6.0060987,399.4635,16.130278,293.40042,16.983816,688.25385,15.119417,1.398372,1.864399,,,16959,,,,NOT_AVAILABLE,69.51865447204008,12.85608019654198,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.09754677978233377,0.038515583167004465,True,2MASS J19105937+3812576,16.11,3689,59,-66,PHO2,4.92,0.055,-0.055,PHO2,-0.6,0.15,-0.2,PHO2,0.348,0.044,-0.049,0.369,0.042,-0.063,DSEP,0,0,1,13.91,13.225,13.111,none,0.020277633666992756,,,,,,,,,,,,,0.007637114285507368
42,3109945,289.78085,38.228142,2051367678698540544,491854607,289.78106332327417,38.22811734628511,4.01088270922119,0.03091047,129.75807,35.278197622700944,0.032336093,-1.7825728003058907,0.03367918,31,,,0,0,1.0094757,1798.4779,15.894115,213.73582,17.130327,865.65234,14.795886,1.3897188,2.3344412,,,16959,,,,NOT_AVAILABLE,70.22337738187831,11.414588144380904,False,False,0,True,False,False,False,False,True,True,False,3715.9902,4.6741,0.1729,243.5144,0.4381,0.2669,0.6097701018554808,0.07166166289616993,True,2MASS J19190740+3813413,15.933,3413,81,-68,PHO2,4.952,0.066,-0.054,PHO2,-0.1,0.1,-0.1,PHO2,0.3,0.053,-0.053,0.294,0.073,-0.059,DSEP,0,0,0,13.347,12.655,12.477,none,-0.038884552001952954,3109945.0,3417.0,4.97,0.3254,45.448,1.057,5741.6,0.595,0.3613,1.0,---,1.0,0.010580258882975263
43,3119525,292.1084,38.293331,2052667919917572096,394564125,292.1084050387534,38.29337597133739,3.0355246618935263,0.035287242,86.02329,-0.12863800923201163,0.03469752,9.692760158629692,0.037449993,31,,,1,0,1.0623602,2319.2092,15.999031,319.12265,17.11162,790.2786,14.950526,1.3659157,2.1610937,,,16959,,,,NOT_AVAILABLE,71.1067737713303,9.80533175526284,False,False,0,True,False,False,False,False,True,True,False,3498.1833,4.0253,-1.2305,301.0733,0.2144,0.1249,0.1625215802393574,0.017661780894707706,True,2MASS J19282601+3817359,15.97,3685,49,-44,PHO2,4.76,0.032,-0.017,PHO2,0.0,0.1,-0.1,PHO2,0.485,0.021,-0.028,0.494,0.027,-0.024,DSEP,0,0,0,13.578,12.944,12.747,none,0.02903106689453061,3119525.0,3679.0,4.77,0.4193,,,,,,1.0,,2.0,0.006085083592134165
44,3120477,292.32611,38.259201,2051937053920375808,1404216851,292.3261847774846,38.259191670807674,,,,,,,,3,,,49,46,,41.78906,16.168232,116.571754,17.065329,399.36145,14.563985,2.1620529,2.5013437,,,16959,,,,NOT_AVAILABLE,71.15464431405941,9.637489337238543,False,False,0,False,False,False,False,False,False,False,False,,,,,,,0.21403119248086513,0.21403119248086513,False,2MASS J19291826+3815331,15.786,3694,132,-132,KIC0,4.686,0.076,-0.022,KIC0,0.56,0.05,-0.3,KIC0,0.566,0.032,-0.076,0.567,0.036,-0.067,DSEP,0,0,0,13.034,12.396,12.222,none,0.38223196411132854,,,,,,,,,,,,,0.0072624898454420475
45,3215832,285.28113,38.376293,2099933553971332096,645394781,285.28108994977094,38.37625776998297,0.481272602522489,0.012267203,39.232464,-3.67034030175394,0.013658009,-7.99352688650832,0.014703035,31,,,0,0,0.99337137,3541.9612,11.172143,1675.4905,11.904571,3333.4412,10.348812,1.2679552,1.5557585,-25.406618,0.19111754,15,65.32492,0.7279574,0.3178093,NOT_AVAILABLE,68.86311040331245,14.690961800998236,False,False,0,True,True,False,False,False,False,True,False,,,,,,,0.1698860892033566,0.05431568936822973,True,2MASS J19010746+3822346,11.276,3695,115,-141,PHO54,4.802,0.117,-0.063,PHO54,-0.22,0.25,-0.3,PHO54,0.442,0.069,-0.104,0.453,0.071,-0.106,DSEP,0,0,0,9.229,8.559,8.379,none,-0.10385701751708964,,,,,,,,,,,,,0.0029689531370772444
46,3218997,286.52719,38.3083,2099979252422171392,1646304439,286.52711311706594,38.30808908422393,3.1443915059404857,0.08358196,37.620457,-13.942910784304665,0.09283159,-41.976176076112445,0.096406244,31,,,0,0,3.0317676,362.2804,16.033182,161.78328,17.136852,689.9978,14.877918,1.4823035,2.258934,,,16959,,,,NOT_AVAILABLE,69.20111837977072,13.767724944330402,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.789747321762881,0.08787649735892847,True,2MASS J19060652+3818298,15.944,3528,71,-85,PHO2,4.85,0.055,-0.04,PHO2,0.0,0.1,-0.1,PHO2,0.401,0.044,-0.054,0.417,0.047,-0.063,DSEP,0,0,0,13.458,12.829,12.634,none,0.08918214416503822,3218997.0,3531.0,4.85,0.3653,38.682,0.447,8863.66,0.838,0.499,1.0,---,1.0,0.005643567193444107
47,3231403,290.43173,38.303329,2052811608041182336,1397923019,290.43172959613923,38.30328837174394,3.7206409858336835,0.028425291,130.89192,-2.1484932787133,0.033070654,-6.980013501584935,0.032361705,31,,,0,0,0.9869078,2489.1458,15.840426,303.8926,16.847986,839.3359,14.849225,1.3355106,1.9987612,,,16959,,,,NOT_AVAILABLE,70.51933024121735,10.987559035077707,False,False,0,True,False,False,False,False,True,True,False,3942.7498,4.7184,-0.2744,271.1533,0.4931,0.2729,0.14626617174362117,0.04796293424760535,True,2MASS J19214361+3818119,15.949,3555,57,-57,PHO2,5.051,0.048,-0.072,PHO2,-0.7,0.2,-0.2,PHO2,0.245,0.05,-0.033,0.247,0.06,-0.045,DSEP,0,0,0,13.617,12.973,12.754,none,-0.10857355499267562,3231403.0,3563.0,5.04,0.3768,33.796,0.406,6178.68,0.667,0.4563,1.0,---,1.0,0.006751089861457254
48,3235567,291.58102,38.345451,2052680804819096960,1800828290,291.5810596632176,38.345372353251214,4.647870493371201,0.023548493,197.37444,5.813651364466617,0.025111845,-14.14919563337806,0.027059678,31,,,0,0,0.97280306,2702.7622,15.2670555,418.16437,16.325739,1217.4991,14.247862,1.3497142,2.077877,-18.240282,5.4231563,18,3.6449022,,,NOT_AVAILABLE,70.9645184317179,10.1980859834765,False,False,0,True,False,False,False,False,True,True,False,3852.2742,4.6469,-0.0103,218.7985,0.4246,0.2409,0.3044708992495146,0.059827881038252616,True,2MASS J19261944+3820436,15.293,3598,72,-80,PHO2,4.884,0.054,-0.045,PHO2,-0.3,0.1,-0.1,PHO2,0.371,0.042,-0.051,0.385,0.045,-0.06,DSEP,0,0,0,12.955,12.292,12.124,none,-0.025944488525389886,3235567.0,3601.0,4.88,0.3906,29.542,1.354,,0.296,0.1617,1.0,,2.0,0.004489130387483834
49,3327092,286.82962,38.46825,2099236601038640000,140409040,286.829697879046,38.46818019295326,4.5067656036973425,0.07046924,63.95366,11.434124462592457,0.08023776,-11.775496036013177,0.08666729,31,,,0,0,2.9883502,2503.2715,15.4116335,365.2737,16.568922,1326.535,14.3411665,1.3780097,2.2277555,30.173931,6.111062,16,4.435108,,,NOT_AVAILABLE,69.45076608955515,13.61591017416135,False,False,0,True,False,False,False,False,True,True,False,3684.7957,4.5756,-0.4527,207.5078,0.4612,0.2692,0.33367660191343657,0.07275375831401616,True,2MASS J19071911+3828057,15.444,3454,41,-46,PHO2,4.984,0.032,-0.048,PHO2,-0.2,0.1,-0.1,PHO2,0.294,0.033,-0.03,0.303,0.036,-0.044,DSEP,0,0,0,12.936,12.36,12.133,none,-0.03236650848388756,3327092.0,3456.0,4.97,0.3389,36.352,1.354,4328.07,0.57,0.3992,1.0,---,1.0,0.004032696114556259
50,3328254,287.27618,38.491261,2099595729022562432,1691411894,287.2762228285411,38.491404407656624,4.967915710659354,0.024549296,202.36488,6.362366742888478,0.026153807,29.222247695048026,0.027204905,31,,,0,0,1.0735414,2450.636,15.469062,275.0106,16.58911,851.9263,14.420769,1.3639174,2.1683407,-25.492395,5.3299456,16,3.4251895,,,NOT_AVAILABLE,69.61945114322106,13.306373189459153,False,False,0,True,False,False,False,False,True,True,False,3776.6768,4.7103,-0.014,202.5491,0.4446,0.2569,0.530184557839959,0.05224393453169573,True,2MASS J19090628+3829285,15.509,3499,47,-52,PHO2,4.945,0.04,-0.049,PHO2,-0.2,0.1,-0.1,PHO2,0.326,0.037,-0.037,0.343,0.04,-0.049,DSEP,0,0,0,13.087,12.461,12.257,none,-0.0399381484985355,3328254.0,3509.0,4.91,0.3575,31.578,0.316,4763.42,0.661,0.4351,1.0,---,1.0,0.01296673206614453
51,3329985,287.88785,38.49255,2099562193918221696,1590592924,287.88775189209423,38.49203712202737,4.94942644528039,0.030664656,161.40492,-15.349568607244395,0.03794692,-103.28330753450521,0.037444804,31,,,2,0,1.0599896,1921.1641,15.870144,207.64551,17.087576,755.349,14.770582,1.395192,2.3169937,,,16959,,,,NOT_AVAILABLE,69.82311156157442,12.870772369840655,False,False,0,True,False,False,False,False,True,True,False,3462.164,4.2643,-1.065,202.1767,0.3136,0.1878,1.8669401876351888,0.19626664786677148,True,2MASS J19113308+3829331,15.913,3401,44,-40,PHO2,4.965,0.04,-0.04,PHO2,-0.1,0.1,-0.1,PHO2,0.29,0.037,-0.03,0.283,0.044,-0.036,DSEP,0,1,0,13.329,12.711,12.502,cand,-0.04285610961914088,3329985.0,3401.0,4.97,0.32,46.523,0.84,7407.01,0.648,0.3833,1.0,---,1.0,0.008675019418349765
52,3426367,285.92889,38.520981,2100018422524180864,1683730867,285.92874707202196,38.520701690455475,8.80350065007456,0.016495619,533.6872,-24.492296533799713,0.01830561,-57.821962165939006,0.020676862,31,,,0,0,1.091249,2150.1304,14.450987,391.1848,15.709424,1002.2203,13.339589,1.3991352,2.369835,,,16959,,,,VARIABLE,69.20765778662715,14.28248249702308,False,False,0,True,True,False,True,False,True,True,False,3659.4617,4.6942,0.0729,113.4246,0.4574,0.2782,1.0831064122897722,0.08107111823199437,True,2MASS J19034293+3831155,14.488,3605,71,-85,SPE70,4.837,0.038,-0.071,SPE60,0.07,0.15,-0.15,SPE70,0.433,0.058,-0.048,0.47,0.047,-0.057,DSEP,1,1,2,11.878,11.24,11.023,conf,-0.03701313781738236,,,,,,,,,,,,,0.004230956739168636
53,3438817,290.07611,38.507069,2052871089049956352,1460071505,290.07622520825106,38.50687116076363,6.5851107021409,0.014932435,440.99377,16.405271355399073,0.015841719,-39.40427153876272,0.016672127,31,,,0,0,1.0516145,3905.7534,14.015001,818.59735,15.024696,1913.4425,13.01802,1.3405454,2.0066767,-60.00381,1.7678288,23,12.789261,,,NOT_AVAILABLE,70.58198687375278,11.327084335037,False,False,0,True,True,False,False,False,True,True,False,4000.1633,4.5949,0.1966,150.4655,0.4601,0.2587,0.7826845576216944,0.10265072166137176,True,2MASS J19201826+3830254,14.033,3648,73,-91,SPE14,4.761,0.036,-0.04,PHO54,0.32,0.1,-0.15,SPE15,0.508,0.034,-0.041,0.543,0.028,-0.047,DSEP,0,0,0,11.733,11.048,10.887,none,-0.01799870300292916,3438817.0,3825.0,4.49,0.4745,37.159,1.498,3783.2,0.917,0.5084,0.0,---,1.0,0.004068591386266234
54,3443137,291.31219,38.577541,2052744885732537216,4960799,291.3123537980921,38.57761563699702,6.536469624009762,0.021235364,307.81058,36.038406822745216,0.022365432,15.181434874241964,0.024888234,31,,,0,0,0.98385096,2762.7786,15.288918,440.92484,16.430672,1219.264,14.231542,1.3680879,2.19913,20.403492,3.5187907,19,4.8262677,,,NOT_AVAILABLE,71.08010730485785,10.490107385659867,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.5335763406009627,0.11847100214867679,True,2MASS J19251492+3834391,15.324,3546,48,-53,PHO2,4.867,0.038,-0.031,PHO2,-0.1,0.1,-0.1,PHO2,0.386,0.032,-0.035,0.402,0.035,-0.042,DSEP,0,0,0,12.874,12.24,12.05,none,-0.035082458496093594,3443137.0,3550.0,4.87,0.3721,35.534,0.577,5141.08,0.705,0.4714,1.0,---,1.0,0.0034075087732802077
55,3443923,291.51593,38.555092,2052730866959184640,514808196,291.51560950569257,38.55474932519247,6.8871583456588805,0.024302779,283.38977,-33.41794079518207,0.025384119,-62.95366766951403,0.0304061,31,,,0,0,1.0964731,1570.8052,15.276011,113.940216,16.615637,103.99632,14.052382,1.5103257,2.5632544,,,16959,,,,NOT_AVAILABLE,71.13143698847941,10.33769076061976,False,False,0,True,False,False,False,False,True,True,False,3611.4814,4.7172,0.1553,145.2039,0.5582,0.3513,1.5283747821917304,0.43169297530464745,True,2MASS J19260382+3833183,15.124,3673,117,-147,KIC0,4.691,0.08,-0.02,KIC0,0.56,0.05,-0.3,KIC0,0.56,0.032,-0.081,0.561,0.036,-0.072,DSEP,0,0,0,12.232,11.589,11.37,none,0.15201146697997991,,,,,,,,,,,,,0.005080585486520783
56,3444822,291.7532,38.56916,2052690459905866112,1779676846,291.75315199060134,38.56900892489548,5.657474311105464,0.023137,244.52066,-9.272398838207108,0.02621302,-29.90329189913753,0.02957736,31,,,0,0,0.98424923,2168.4106,15.51799,216.11604,16.739712,1080.9264,14.418232,1.3944696,2.3214798,24.833214,5.996541,11,3.1766994,,,NOT_AVAILABLE,71.22902060033606,10.178056311407166,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.5604065183591059,0.06674057462016897,True,2MASS J19270076+3834089,15.551,3474,52,-52,PHO2,4.878,0.038,-0.031,PHO2,0.0,0.1,-0.1,PHO2,0.369,0.033,-0.036,0.377,0.038,-0.042,DSEP,0,0,0,12.99,12.36,12.127,none,-0.033009887695312656,3444822.0,3475.0,4.87,0.3455,34.012,7.099,11326.76,1.051,0.597,1.0,---,1.0,0.0073454148045076564
57,3454793,294.20596,38.529861,2052169153961459328,898486504,294.20594812405136,38.52980455195884,5.873512000572509,0.47204334,12.442739,2.669978347697339,0.49338874,-21.717092165938332,0.5420683,95,1.5572088,0.121055394,29,0,16.10171,754.11975,16.045269,196.0473,16.746708,401.4022,14.377425,2.3360052,2.3692827,,,16959,,,,NOT_AVAILABLE,72.08822285543171,8.456944812456284,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.20594681596660294,0.16313245667828158,True,2MASS J19364943+3831474,15.495,3439,46,-46,PHO2,4.901,0.038,-0.031,PHO2,0.0,0.1,-0.1,PHO2,0.347,0.031,-0.034,0.351,0.041,-0.041,DSEP,0,0,1,12.894,12.271,12.057,none,0.5502690124511727,3454793.0,3428.0,4.9,0.3292,1.96,0.011,39499.04,1.418,0.6758,1.0,---,1.0,
