,kepid,ra_kic,dec_kic,source_id,random_index,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,phot_variable_flag,l,b,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,ag_gspphot,ebpminrp_gspphot,angdist,kepler_gaia_ang_dist,pm_corrected,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_mag_diff,KIC,Teff,log(g),Mass,PRot,e_PRot,Rper,LPH,w,DC,Flag,heritage
0,1293177,291.06366,36.994308,2050260126894870784,872163627,291.0640171909623,36.994678469253955,6.250707866859254,0.037081935,168.56477,60.99702550978068,0.03816171,83.45464918522956,0.04370195,31,,,0,0,0.94357514,1783.0211,16.134594,143.11032,17.344698,675.5301,15.051919,1.378909,2.292779,,,16959,,,,NOT_AVAILABLE,69.55178044793281,9.959034823628988,False,False,0,True,False,False,False,False,True,True,False,3570.1675,4.9055,-0.3968,159.4429,0.4453,0.2598,1.6833054748720144,0.05110450415251563,True,2MASS J19241528+3659395,16.242,3385,44,-40,PHO2,5.077,0.036,-0.04,PHO2,-0.4,0.1,-0.1,PHO2,0.216,0.026,-0.023,0.204,0.032,-0.026,DSEP,0,0,0,13.631,13.066,12.883,none,-0.107406036376954,,,,,,,,,,,,
1,1433760,291.71573,37.004219,2051703579500387328,938920596,291.71551482024466,37.004540247166055,5.111446456989261,0.051900204,98.48606,-36.62370432425587,0.05546499,73.50111381694077,0.0627256,31,,,0,0,1.1528772,1335.8174,16.584143,153.88385,17.921562,565.46387,15.418461,1.4432341,2.5031013,,,16959,,,,NOT_AVAILABLE,69.79831835312521,9.49884389355379,False,False,0,True,False,False,False,False,True,True,False,3523.4722,4.8654,-0.2994,191.6208,0.5066,0.3111,1.3115508443433628,0.03804213445619176,True,2MASS J19265177+3700151,16.624,3295,42,-36,PHO2,5.073,0.044,-0.044,PHO2,-0.1,0.1,-0.1,PHO2,0.213,0.031,-0.025,0.196,0.035,-0.029,DSEP,0,0,0,13.885,13.325,13.128,none,-0.03985731506347534,,,,,,,,,,,,
2,1873513,292.57986,37.376411,2051815759742763264,64764617,292.5798559522023,37.376257342098995,3.9327691352029492,0.026940595,145.9793,-2.5832022239384704,0.027658949,-30.39592217079424,0.030040354,31,,,0,0,1.0183854,2251.469,15.644889,316.85043,16.816801,704.96655,14.568695,1.3806353,2.248106,,,16959,,,,NOT_AVAILABLE,70.45169004592513,9.055578064381592,False,False,0,True,False,False,False,False,False,True,False,3657.7021,4.5193,-0.2468,254.8963,0.3826,0.2264,0.5532896362548756,0.07315656764693522,True,2MASS J19301917+3722350,15.669,3386,103,-33,KIC0,4.81,0.01,-0.02,KIC0,0.48,0.05,-0.15,KIC0,0.427,0.036,-0.009,0.43,0.046,-0.009,DSEP,1,1,1,13.141,12.504,12.312,conf,-0.02411112213134814,,,,,,,,,,,,
3,1995305,286.08368,37.47707,2099084353038385280,1678035828,286.08322186584013,37.47746161147773,7.2292930602605345,0.035463687,203.85057,-74.29377034583757,0.03438015,77.13195095690355,0.035896108,31,,,0,0,1.0237008,1770.671,15.955903,161.7266,17.360893,623.0117,14.793006,1.4273131,2.5678873,,,16959,,,,NOT_AVAILABLE,68.27314826897185,13.752291387157012,False,False,0,True,False,False,False,False,True,True,False,3445.4446,4.8552,-0.1948,138.1979,0.4039,0.2555,1.923710123328835,0.21285124188489504,True,2MASS J19042008+3728374,15.993,3284,42,-36,PHO2,5.038,0.044,-0.04,PHO2,0.0,0.1,-0.1,PHO2,0.228,0.032,-0.026,0.207,0.041,-0.027,DSEP,0,0,0,13.234,12.744,12.514,none,-0.03709694671630892,1995305.0,3274.0,5.03,0.2778,54.2,12.275,,0.307,0.1424,1.0,,2.0
4,2164791,292.42737,37.556019,2051832565958248192,1317036874,292.4265103115665,37.55421492604378,24.878714087784907,0.087601125,283.99994,-152.91496438737497,0.095387414,-402.609620912402,0.118738264,31,,,0,0,7.4971147,1940.6842,14.282446,498.96167,15.928999,1376.0282,13.039043,1.4822043,2.8899555,25.541986,1.8754421,14,12.143136,,,NOT_AVAILABLE,70.55536470405724,9.245331953472258,False,False,0,True,True,False,False,False,False,True,False,,,,,,,6.942653879091,0.0532952301808672,True,2MASS J19294258+3733223,15.223,2661,999999,999999,PHO54,5.283,,,PHO54,0.0,,,PHO54,0.116,,,0.094,,,BTSL,0,0,3,11.282,10.736,10.444,none,-0.9405540924072273,,,,,,,,,,,,
5,2451529,293.24615,37.71719,2051665715072846720,1718022002,293.2460870923167,37.717221959753395,5.475602416537824,0.03464636,158.04266,-14.206472729259728,0.036316,6.347488605611305,0.038440008,31,,,0,0,1.2163879,2290.8394,15.892522,202.44858,17.186344,644.0676,14.762458,1.4121548,2.4238863,,,16959,,,,NOT_AVAILABLE,71.00470139783634,8.744491169806757,False,False,0,True,False,False,False,False,True,True,False,3522.5728,4.7201,-0.242,182.6842,0.372,0.2303,0.2129098168278148,0.05001369997149786,True,2MASS J19325908+3743018,15.942,3344,43,-40,PHO2,4.976,0.045,-0.045,PHO2,0.0,0.1,-0.1,PHO2,0.274,0.041,-0.03,0.259,0.052,-0.034,DSEP,0,0,0,13.272,12.7,12.465,none,-0.04947814178466814,2451529.0,3337.0,4.98,0.2984,,,,,,1.0,,2.0
6,2554730,285.98425,37.87886,2099849269532702080,1442638498,285.98449048062713,37.878922082709444,6.628940291039874,0.022343474,296.68353,38.83012045061268,0.026101748,16.39483144882091,0.024485376,31,,,0,0,0.99741143,2061.5696,15.087547,401.32846,16.371859,743.51166,13.969085,1.4014257,2.4027739,-68.51092,4.048652,18,5.190367,,,NOT_AVAILABLE,68.61922599522121,13.985504855562239,False,False,0,True,False,False,False,False,True,True,False,3617.45,4.6704,0.0163,150.6228,0.4657,0.284,0.7189512708457793,0.07319445251165921,True,2MASS J19035622+3752438,15.153,3393,45,-45,PHO2,4.935,0.05,-0.036,PHO2,0.0,0.1,-0.1,PHO2,0.312,0.038,-0.038,0.306,0.051,-0.042,DSEP,0,0,0,12.526,11.876,11.646,none,-0.06545269775390672,2554730.0,3389.0,4.93,0.3159,45.962,0.341,11848.81,0.92,0.5018,1.0,---,1.0
7,2695885,286.78326,37.954189,2099182759328038272,210527241,286.78345621510493,37.95410529946174,6.9037569941997905,0.025694152,268.68982,32.925134770007894,0.029255485,-18.215511519270315,0.0317256,31,,,0,0,1.1836637,1992.2556,15.350708,296.86533,16.660822,954.74274,14.220312,1.409239,2.4405098,-34.428177,4.966059,13,4.865872,,,NOT_AVAILABLE,68.95268199556824,13.439614268684462,False,False,0,True,False,False,False,False,True,True,False,3567.7988,4.7524,-0.0429,144.1419,0.4527,0.2785,0.6332613329509634,0.0317527767774328,True,2MASS J19070797+3757151,15.418,3373,43,-37,PHO2,4.952,0.04,-0.04,PHO2,0.0,0.1,-0.1,PHO2,0.296,0.038,-0.031,0.286,0.048,-0.035,DSEP,0,0,0,12.709,12.125,11.913,none,-0.06729199218749926,2695885.0,3368.0,4.94,0.3088,56.728,0.536,7657.05,0.77,0.4028,1.0,---,1.0
8,2831828,285.7532,38.056946,2099869434401718784,553890279,285.75256270375206,38.056531791252304,9.562058176573142,0.09327031,102.51985,-118.93011547194246,0.09904076,-73.32725360407383,0.11336658,95,1.1779628,0.023866024,0,0,0.9724755,776.77045,17.960075,18.808163,19.955883,159.77309,16.650618,1.5214138,3.3052654,,,16959,,,,NOT_AVAILABLE,68.71158067113419,14.224154133647813,False,False,0,False,False,False,False,False,True,True,False,3108.8513,5.1184,-0.5021,107.2289,0.5196,0.361,2.342434711953683,0.33220966837472543,True,2MASS J19030079+3803248,18.81,2891,999999,999999,PHO54,5.226,,,PHO54,0.0,,,PHO54,0.131,,,0.106,,,BTSL,0,0,0,14.845,14.343,14.062,none,-0.84992462158203,,,,,,,,,,,,
9,2832720,286.04691,38.08839,2099949599967755008,941403100,286.0471430633052,38.08864176740176,6.430943906274786,0.07241104,88.81165,21.220939015196876,0.08495135,36.784315344823995,0.09474846,95,1.2510823,0.016750356,32,0,1.464038,656.5078,15.848489,63.899624,16.688242,75.70161,14.059179,2.522069,2.6290627,,,16959,,,,NOT_AVAILABLE,68.83761856456398,14.024478830967459,False,False,0,True,False,False,False,False,False,True,False,,,,,,,1.1214161194875147,0.4515938915875371,True,2MASS J19041125+3805181,15.208,3211,38,-19,PHO2,5.151,0.063,-0.077,PHO2,0.02,0.1,-0.1,PHO2,0.168,0.04,-0.022,0.146,0.044,-0.022,DSEP,0,0,1,12.358,11.727,11.479,none,0.6404888076782225,2832720.0,3204.0,5.13,0.2556,24.142,5.682,12013.49,0.857,0.5072,1.0,---,1.0
10,2834637,286.64944,38.069069,2099198770966605696,825781255,286.6496859981776,38.06917930092584,8.054569326308801,0.024711104,325.9494,41.25033278237792,0.028025223,20.837161801477755,0.03326402,31,,,0,0,1.048172,1262.7855,15.506399,211.35405,16.94549,463.3204,14.33022,1.4362854,2.6152697,-11.093887,7.0501447,14,4.09015,,,NOT_AVAILABLE,69.01660327500778,13.582748321572657,False,False,0,True,False,False,False,False,True,True,False,3460.813,4.7573,-0.2297,123.7906,0.5221,0.3298,0.8023474469279904,0.07375412358565601,True,2MASS J19063586+3804086,15.619,3236,42,-25,PHO2,5.09,0.045,-0.045,PHO2,0.02,0.1,-0.1,PHO2,0.196,0.03,-0.022,0.172,0.034,-0.022,DSEP,0,0,1,12.74,12.154,11.893,none,-0.11260084533691384,2834637.0,3233.0,5.08,0.2647,23.227,0.079,27652.08,1.521,0.7444,1.0,---,1.0
11,2837046,287.42245,38.045349,2099152007362611584,816997318,287.4222616379811,38.04490687803229,7.7087244216621,0.1471914,52.372112,-38.566073477641595,0.15305711,-86.31479081584396,0.17685054,31,,,0,0,8.632804,435.86813,14.837794,408.51813,16.052732,1411.0952,13.680399,1.459138,2.3723335,-1.926521,2.787291,19,7.529783,,,NOT_AVAILABLE,69.25013760829295,13.017952916217567,False,False,0,True,True,False,False,False,True,True,False,3635.5789,4.7642,-0.1113,115.3595,0.5191,0.3116,1.6788377716547578,0.2263814420938348,True,2MASS J19094139+3802432,14.855,3385,55,-50,PHO2,4.973,0.055,-0.05,PHO2,-0.1,0.1,-0.1,PHO2,0.28,0.043,-0.035,0.268,0.055,-0.041,DSEP,0,0,0,12.211,11.65,11.45,none,-0.017205696105957458,2837046.0,3383.0,4.99,0.3139,60.882,14.541,,0.352,0.1403,1.0,,2.0
12,2859114,292.84479,38.075779,2051875481272342016,1520001808,292.84505424300556,38.0756244963851,7.0801613569469035,0.020918645,338.46176,45.19362916619387,0.02066466,-28.32010970706714,0.024845812,31,,,0,0,1.0296085,1986.497,14.939698,358.7039,16.189426,1110.7985,13.836663,1.3919793,2.3527632,-9.292074,2.4538147,23,7.6776085,,,VARIABLE,71.17840366235725,9.190766394428715,False,False,0,True,True,False,True,False,True,True,False,3667.5164,4.7245,0.0611,140.4338,0.4605,0.2785,0.932810138910767,0.10625813443749911,True,2MASS J19312274+3804328,14.968,3398,61,-61,PHO2,4.967,0.055,-0.055,PHO2,-0.1,0.1,-0.1,PHO2,0.288,0.053,-0.043,0.28,0.063,-0.052,DSEP,0,0,0,12.353,11.709,11.513,none,-0.028301780700683565,2859114.0,3395.0,4.98,0.3179,38.698,0.809,5471.23,0.854,0.5154,1.0,---,1.0
13,2971472,286.33505,38.174313,2099953345179354240,967464633,286.3349954436072,38.17371106907297,24.529266189868892,0.012171021,2015.3829,-1.913222776706725,0.014327521,-119.71511515148524,0.013891198,31,,,0,0,1.1198437,2401.6282,13.774095,578.0198,15.329259,1236.4285,12.566255,1.4535486,2.7630043,-14.674053,1.36727,25,20.812857,,,NOT_AVAILABLE,69.01174823992412,13.851438872722987,False,False,0,True,True,True,False,False,False,True,False,,,,,,,2.1724450227479513,0.28033216452068216,True,2MASS J19052040+3810274,14.969,3193,999999,999999,PHO54,5.113,,,PHO54,0.0,,,PHO54,0.183,,,0.159,,,BTSL,0,0,0,10.889,10.292,10.028,none,-1.1949054183959955,,,,,,,,,,,,
14,2983661,290.00259,38.105801,2051315623693561728,56742281,290.0029534031986,38.106138770451196,6.851431792911117,0.034834564,196.68488,63.549453801558805,0.03643809,70.8474174207299,0.042319816,31,,,0,0,0.9835965,1832.0969,16.231249,180.181,17.653145,894.6987,15.065175,1.4278395,2.5879698,,,16959,,,,NOT_AVAILABLE,70.18858434608757,11.2044728926032,False,False,0,True,False,False,False,False,True,True,False,3471.4402,4.8934,-0.241,145.8219,0.5219,0.3264,1.5932066137785537,0.08337600455232048,True,2MASS J19200062+3806208,16.319,3261,42,-32,PHO2,5.065,0.044,-0.044,PHO2,0.0,0.1,-0.1,PHO2,0.211,0.031,-0.025,0.189,0.039,-0.026,DSEP,0,0,0,13.491,12.936,12.696,none,-0.08775114440917875,,,,,,,,,,,,
15,3101838,287.29581,38.269112,2099544223774634112,648745803,287.29583636839897,38.268988785749826,4.992264793666045,0.03211876,155.43143,1.8447653150572978,0.034730874,-22.991980699577226,0.035092186,31,,,0,0,0.9733624,1774.7953,15.96577,186.81981,17.365067,520.71216,14.808423,1.4220933,2.5566435,,,16959,,,,NOT_AVAILABLE,69.41763828923548,13.200933964915592,False,False,0,True,False,False,False,False,True,True,False,3464.5464,4.5595,-0.2798,207.956,0.4374,0.2772,0.4497886918573185,0.08807072235757726,True,2MASS J19091099+3816088,16.025,3288,49,-39,PHO2,5.033,0.05,-0.045,PHO2,0.0,0.1,-0.1,PHO2,0.231,0.04,-0.029,0.21,0.046,-0.031,DSEP,0,0,0,13.252,12.589,12.376,none,-0.05923023223876811,,,,,,,,,,,,
16,3103752,287.92276,38.22205,2099345383970489472,214763338,287.9227270814754,38.222051525187396,,,,,,,,3,,,35,0,,94.19605,15.824463,216.10045,16.92014,632.4394,14.465426,1.7360846,2.4547129,,,16959,,,,NOT_AVAILABLE,69.58311357797214,12.733391541223588,False,False,0,True,False,False,False,False,False,False,False,,,,,,,0.09326285348265126,0.09326285348265126,False,2MASS J19114146+3813193,15.64,3388,45,-45,PHO2,4.939,0.05,-0.036,PHO2,0.0,0.1,-0.1,PHO2,0.308,0.038,-0.038,0.301,0.051,-0.042,DSEP,0,0,4,12.957,12.293,12.075,none,0.18446289062499943,3103752.0,3379.0,4.94,0.3125,4.785,0.014,21416.96,1.387,0.6721,1.0,---,1.0
17,3111995,290.30029,38.27779,2052817277398429952,1379125515,290.3003368545965,38.27763609756126,6.2762755943372515,0.030388832,206.5323,7.958856851847447,0.0340917,-28.837385802742467,0.033336654,31,,,0,0,0.9965577,1924.9637,15.961463,103.533554,17.294762,482.74182,14.815472,1.4219041,2.47929,,,16959,,,,NOT_AVAILABLE,70.449813474146,11.069030334828215,False,False,0,True,False,False,False,False,True,True,False,3521.9172,4.8165,-0.177,158.6338,0.4653,0.2881,0.5696521075411289,0.09278937599854427,True,2MASS J19211207+3816400,15.988,3348,53,-47,PHO2,4.972,0.055,-0.05,PHO2,0.0,0.1,-0.1,PHO2,0.277,0.047,-0.038,0.263,0.059,-0.044,DSEP,0,0,0,13.336,12.698,12.496,none,-0.0265370254516597,3111995.0,3341.0,4.97,0.2998,37.751,0.826,7847.55,0.646,0.4445,1.0,---,1.0
18,3219046,286.54498,38.326881,2099979385561983360,980757435,286.5450883439503,38.32625396346029,15.990109647744013,0.04829276,331.10782,19.58219459179403,0.054176077,-124.69376034681173,0.059662927,31,,,0,0,1.1023802,1261.1963,16.680546,74.61294,18.665703,573.25085,15.371799,1.5216306,3.2939034,,,16959,,,,NOT_AVAILABLE,69.22409718364598,13.762181324457277,False,False,0,True,False,False,False,False,False,True,False,,,,,,,2.277974946358349,0.26233414403606836,True,2MASS J19061079+3819367,17.664,3000,999999,999999,SPE17,5.191,,,SPE17,0.0,,,SPE17,0.144,,,0.117,,,BTSL,0,0,0,13.453,12.956,12.625,none,-0.9834541931152359,,,,,,,,,,,,
19,3221339,287.38336,38.310661,2099544636091568768,709737109,287.3834505514558,38.31059638410797,-0.2725825390851896,0.49860793,-0.5466871,5.846747109051919,0.5598156,-14.69570016083975,0.5525728,31,,,42,0,11.732838,103.74615,16.781946,147.34654,17.825556,558.3571,15.396556,1.7852329,2.429,,,16959,,,,NOT_AVAILABLE,69.48566488873094,13.155403506167469,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.3457430888964736,0.16225943745754445,True,2MASS J19093200+3818383,16.555,3344,67,-60,PHO2,5.012,0.065,-0.059,PHO2,-0.1,0.1,-0.1,PHO2,0.249,0.052,-0.043,0.233,0.065,-0.049,DSEP,0,0,0,13.9,13.249,13.064,none,0.22694618225097685,,,,,,,,,,,,
20,3228276,289.62579,38.337261,2051376028114923008,224999559,289.62556328457396,38.337098823066874,8.975121435139872,0.028655391,313.20883,-35.70834723605755,0.03156654,-31.527849955323475,0.036743406,31,,,0,0,1.0696976,2082.4182,15.623348,171.74698,17.012068,822.315,14.460623,1.4301206,2.551445,-7.010205,4.9465413,11,3.0109677,,,NOT_AVAILABLE,70.26981221803564,11.571767944479362,False,False,0,True,False,False,False,False,True,True,False,3456.871,4.6777,-0.7178,111.2041,0.5802,0.3555,0.8664322509454314,0.10509024137205127,True,2MASS J19183018+3820141,15.725,3249,38,-24,PHO2,5.124,0.065,-0.059,PHO2,-0.1,0.1,-0.1,PHO2,0.182,0.033,-0.027,0.16,0.039,-0.026,DSEP,0,0,0,12.928,12.344,12.112,none,-0.10165176391601527,3228276.0,3249.0,5.12,0.2698,,,,,,1.0,,2.0
21,3232191,290.66968,38.301632,2052808897922015360,1155124468,290.6693245987833,38.300346280286625,14.024665535131106,0.04716216,297.37112,-61.33224377184755,0.04956264,-292.0067063766878,0.061611522,31,,,0,0,0.99928254,1366.7286,16.574009,84.856026,18.399908,558.51324,15.300563,1.4950897,3.0993452,,,16959,,,,NOT_AVAILABLE,70.60011037402187,10.818793302126052,False,False,0,True,False,False,False,False,False,True,False,,,,,,,4.736243123074727,0.04909761536668499,True,2MASS J19224072+3818063,17.646,2661,999999,999999,PHO54,5.283,,,PHO54,0.0,,,PHO54,0.116,,,0.094,,,BTSL,0,0,0,13.514,12.997,12.715,none,-1.0719910583496102,,,,,,,,,,,,
22,3330684,288.11703,38.437733,2099371978408013440,373302910,288.1186134233605,38.43690184285737,37.64443764470527,0.05448111,690.9631,279.1297994806683,0.058516797,-184.4092595884497,0.063469276,31,,,1,0,2.281797,1916.6738,14.654129,247.0033,16.909475,1394.0021,13.289992,1.5695039,3.619483,-25.056929,3.6859117,13,9.770943,,,NOT_AVAILABLE,69.84901649555007,12.683483907200971,False,False,0,True,True,False,False,False,False,True,False,,,,,,,5.374874631165616,0.04171427300841567,True,2MASS J19122805+3826161,15.918,2900,999999,999999,SPE17,5.224,,,SPE17,0.0,,,SPE17,0.132,,,0.107,,,BTSL,0,1,1,11.201,10.647,10.311,cand,-1.2638709716796868,,,,,,,,,,,,
23,3353205,294.1857,38.406441,2052165168231703552,1514554835,294.1852839690603,38.40590509770706,5.404604782172068,0.034792833,155.33673,-70.0013907503389,0.040059328,-108.9955196413354,0.040192224,31,,,0,0,1.133433,1880.5579,16.090593,160.60007,17.39477,571.19006,14.941935,1.4306546,2.452835,,,16959,,,,NOT_AVAILABLE,71.97002491284644,8.412868843524848,False,False,0,True,False,False,False,False,True,True,False,3524.1956,4.6962,-0.4535,183.6851,0.4946,0.3024,2.2581949959440784,0.1929238058308496,True,2MASS J19364456+3824232,16.084,3360,40,-43,PHO2,5.025,0.036,-0.045,PHO2,-0.1,0.1,-0.1,PHO2,0.254,0.031,-0.031,0.249,0.038,-0.038,DSEP,0,0,0,13.422,12.893,12.633,none,0.006593338012695682,,,,,,,,,,,,
24,3634402,288.09064,38.758862,2099572914156806400,60986487,288.09044304279723,38.75832535614637,5.409516703443622,0.024049036,224.93694,-25.940885235979252,0.024759563,-108.56810292845657,0.025016075,31,,,0,0,1.0619562,1850.0841,15.340725,279.79214,16.636658,839.33875,14.214325,1.407712,2.4223328,-12.291431,4.0004306,13,4.084207,,,NOT_AVAILABLE,70.1390693477258,12.8376645538257,False,False,0,True,False,False,False,False,True,True,False,3641.7393,4.633,0.1202,184.0841,0.4573,0.2834,2.0094808289706427,0.2386672524738484,True,2MASS J19122175+3845319,15.395,3373,50,-45,PHO2,4.952,0.05,-0.041,PHO2,0.0,0.1,-0.1,PHO2,0.296,0.044,-0.036,0.286,0.051,-0.042,DSEP,0,0,0,12.712,12.055,11.841,none,-0.0542750549316402,3634402.0,3364.0,4.96,0.3075,47.476,0.342,11379.48,0.757,0.4319,1.0,---,1.0
25,3634451,288.10779,38.701107,2099572433120453504,1271845897,288.10782001685425,38.701094770281905,0.7133438258204529,0.0118973665,59.958126,4.849211954700914,0.012149181,-2.1764460033004895,0.012604924,31,,,1,0,0.98534364,4813.17,10.23295,1851.047,11.006752,3187.545,9.381954,1.2773329,1.6247978,-13.933661,0.16561979,17,123.004906,-5.8077126,0.9999272,NOT_AVAILABLE,70.09151796789767,12.801480480953956,False,False,0,True,True,False,False,False,True,True,False,4444.673,2.0186,0.1406,1174.8896,0.4374,0.2273,0.0951333405444875,0.011410884350057517,True,2MASS J19122587+3842040,10.406,3304,107,-74,PHO54,5.054,0.108,-0.132,PHO54,-0.1,0.3,-0.25,PHO54,0.221,0.103,-0.056,0.201,0.12,-0.06,DSEP,0,0,0,8.169,7.49,7.325,none,-0.17304978942871152,,,,,,,,,,,,
26,3642851,290.67444,38.77346,2052859956494252928,1476820520,290.6746965499368,38.77371459383168,4.981212188191942,0.036524758,136.37906,41.66532992962702,0.0372208,54.828321561748176,0.04401962,31,,,0,0,1.0429697,1513.928,16.419167,125.40985,17.870216,497.27805,15.233209,1.4454257,2.6370077,,,16959,,,,NOT_AVAILABLE,71.03491494007783,11.0233081611726,False,False,0,True,False,False,False,False,True,True,False,3390.9553,4.5898,-0.3617,208.0223,0.4055,0.2614,1.1655513334071725,0.06629583223852131,True,2MASS J19224186+3846244,16.465,3217,41,-19,PHO2,5.144,0.063,-0.077,PHO2,0.0,0.1,-0.1,PHO2,0.171,0.045,-0.024,0.149,0.045,-0.024,DSEP,0,0,0,13.631,13.023,12.838,none,-0.04583343505859361,,,,,,,,,,,,
27,3654827,293.8017,38.790993,2052285427313392896,265827175,293.8022174531014,38.790547898007354,10.761064585024435,0.056748345,189.6278,84.87911167514629,0.064380094,-77.78880942145703,0.06763351,31,,,1,2,1.9121276,1505.5818,15.732239,121.2163,17.52849,754.3296,14.464214,1.4920503,3.0642757,,,16959,,,,NOT_AVAILABLE,72.17166660772703,8.857656232834996,False,False,0,True,False,False,False,False,False,True,False,,,,,,,2.162354569429855,0.36986638853298304,True,2MASS J19351240+3847273,16.823,2661,999999,999999,PHO54,5.283,,,PHO54,0.0,,,PHO54,0.116,,,0.094,,,BTSL,0,0,0,12.595,12.043,11.759,none,-1.0907612304687504,,,,,,,,,,,,
28,3658619,294.7023,38.762508,2052152661286309120,1002818030,294.70258622848206,38.76335198176696,12.3486744927773,0.023981703,514.92065,49.78422045368772,0.025543464,191.22037318555704,0.026749667,31,,,1,0,1.0173429,2059.7075,15.320298,283.3558,16.631723,1009.8067,14.185907,1.413372,2.445816,-20.642279,5.475479,17,5.12023,,,NOT_AVAILABLE,72.48157980689955,8.225597036636522,False,False,0,True,False,False,False,False,True,True,False,3516.533,4.9698,-0.5814,81.8176,0.5293,0.319,3.1427745158178886,0.022283619217387574,True,2MASS J19384855+3845450,15.358,3391,44,-40,PHO2,4.93,0.048,-0.032,PHO2,0.02,0.1,-0.1,PHO2,0.316,0.035,-0.035,0.31,0.044,-0.04,DSEP,0,0,0,12.684,12.143,11.919,none,-0.037701805114746634,3658619.0,3388.0,4.92,0.3155,44.423,9.251,,0.342,0.2219,1.0,,2.0
29,3735000,287.74896,38.862549,2099583393876910208,1519261805,287.749240638595,38.86208475304976,9.078994216962258,0.0383685,236.62625,54.353511720463885,0.0419475,-84.92193207319131,0.04411924,31,,,0,0,1.0292212,1331.4805,16.40086,95.90307,18.227842,664.39575,15.112475,1.5137973,3.115367,,,16959,,,,NOT_AVAILABLE,70.12267724769146,13.122620097417366,False,False,0,True,False,False,False,False,True,True,False,3274.5706,4.897,0.0655,112.1788,0.7153,0.4878,1.8471775907439136,0.32336832697783713,True,2MASS J19105973+3851450,17.361,3083,999999,999999,PHO54,5.161,,,PHO54,0.0,,,PHO54,0.157,,,0.131,,,BTSL,0,0,0,13.284,12.708,12.438,none,-0.9601401672363288,,,,,,,,,,,,
30,3831534,284.89609,38.901039,2100193622830275712,495748467,284.8961051029275,38.90102816785978,3.781583219913685,0.122214444,30.942196,6.6737637821075735,0.13933237,-2.8390727406719636,0.15056589,31,,,0,0,5.2889514,615.9899,15.713613,175.31618,16.963196,718.75806,14.549688,1.459072,2.4135075,,,16959,,,,NOT_AVAILABLE,69.24130734192173,15.172909990565893,False,False,0,True,False,False,False,False,True,True,False,3667.9595,4.5724,0.0691,234.2881,0.5523,0.3363,0.05754168141368615,0.06478715818371104,True,2MASS J18593506+3854037,15.72,3391,44,-40,PHO2,4.936,0.048,-0.032,PHO2,0.0,0.1,-0.1,PHO2,0.311,0.038,-0.034,0.304,0.048,-0.039,DSEP,0,0,0,13.044,12.427,12.132,none,-0.006387443542481108,3831534.0,3388.0,4.92,0.3155,37.226,0.906,7189.15,0.678,0.4589,1.0,---,1.0
31,3838516,287.76376,38.994671,2099637888422486400,580087686,287.76359252057046,38.99413728275221,5.631964911698768,0.05887058,95.666885,-36.87129310314123,0.060612734,-105.42903270674461,0.06366608,31,,,1,0,1.0295479,1057.5283,17.179493,47.646446,18.661213,266.66412,16.000364,1.4322498,2.6608486,,,16959,,,,NOT_AVAILABLE,70.25089804432815,13.167029621101689,False,False,0,True,False,False,False,False,True,True,False,3407.519,4.9687,-0.3586,175.9184,0.531,0.3352,1.9776990965070556,0.26405121320419456,True,2MASS J19110332+3859408,17.8,3290,98,-52,PHO54,5.173,0.066,-0.154,PHO54,-0.36,0.35,-0.2,PHO54,0.163,0.082,-0.027,0.144,0.092,-0.023,DSEP,0,0,0,14.493,13.748,13.566,none,-0.6205070495605476,,,,,,,,,,,,
32,3934755,284.76904,39.012421,2100198708071889024,47323033,284.7695146374591,39.01291881888208,10.45535886956654,0.024171311,432.5524,78.7653665441449,0.02840736,103.86431527905303,0.03483889,31,,,0,0,1.044604,2821.571,15.451241,343.74286,16.704018,1208.299,14.348119,1.391429,2.3558989,,,16959,,,,NOT_AVAILABLE,69.30868376306,15.30701385551503,False,False,0,True,False,False,False,False,True,True,False,3586.8108,4.9744,-0.6566,95.7332,0.5393,0.3176,2.230357665754582,0.14672572263988357,True,2MASS J18590457+3900447,15.544,3322,43,-26,PHO2,5.169,0.077,-0.063,PHO2,-0.5,0.1,-0.1,PHO2,0.165,0.032,-0.026,0.146,0.034,-0.023,DSEP,0,0,0,12.98,12.381,12.142,none,-0.09275946044921923,,,,,,,,,,,,
